Topic	Words	Frequency	Class
127	gangs, terrorist, city, militia, shells	4	https://t.me/saqwl
129	war, cast, capture, winning, foolish	5	https://t.me/saqwl
132	minni, arko, minawi, darfur, governor	17	https://t.me/saqwl
134	demonstrators, sitin, sit, demonstrations, square	14	https://t.me/saqwl
135	climate, impact, chains, sector, microfinance	3	https://t.me/saqwl
136	win, strength, god, direct, feet	2	https://t.me/saqwl
137	temperatures, drop, weather, parts, holiday	2	https://t.me/saqwl
138	party, umma, parties, congress, national	20	https://t.me/saqwl
139	insurance, health, umbrella, branches, financing	15	https://t.me/saqwl
140	looted, looting, property, shops, guided	15	https://t.me/saqwl
141	appointed, demands, al, gosh, fadl	17	https://t.me/saqwl
142	watan, news, 14th, haja, 2025	2	https://t.me/saqwl
143	bashir, albashir, al, court, criminal	11	https://t.me/saqwl
144	series, film, saqwl, touching, frequent	6	https://t.me/saqwl
145	list, terrorism, terrorist, officially, removing	12	https://t.me/saqwl
147	numbered, deterioration, buses, deported, week	12	https://t.me/saqwl
148	saqwl, httpstmesaqwl, coverage, fees, determined	57	https://t.me/saqwl
149	neck, animal, sleeping, flying, attend	4	https://t.me/saqwl
150	investment, elected, attract, companies, investors	11	https://t.me/saqwl
151	pounds, kilo, prices, price, meat	14	https://t.me/saqwl
152	migrants, boat, coast, mediterranean, tunisian	20	https://t.me/saqwl
153	transportation, railway, tariffs, buses, proposal	17	https://t.me/saqwl
154	headlines, balad, ad, karari, local	12	https://t.me/saqwl
155	road, roads, internal, monitors, continental	6	https://t.me/saqwl
156	jazira, july, wednesday, events, important	1	https://t.me/saqwl
157	regiment, vacuum, sennar, tambour, battle	5	https://t.me/saqwl
158	homeless, social, services, welfare, children	18	https://t.me/saqwl
159	unamid, mission, unitams, darfur, nations	13	https://t.me/saqwl
160	peace, negotiations, agreement, initiatives, juba	12	https://t.me/saqwl
161	empowerment, committee, removal, decision, professionals	14	https://t.me/saqwl
162	calm, normal, witnessed, poles, life	6	https://t.me/saqwl
163	health, insurance, governor, kordofan, locality	43	https://t.me/saqwl
165	summary, news, ad, best, start	20	https://t.me/saqwl
166	coup, freedom, change, justifications, tyranny	14	https://t.me/saqwl
167	health, medicines, tom, akram, al	10	https://t.me/saqwl
168	akhbar, newspaper, al, watan, alwatan	13	https://t.me/saqwl
169	shifting, regaining, regionally, dependence, neck	4	https://t.me/saqwl
170	victory, god, conquest, grant, hearts	10	https://t.me/saqwl
172	mahdi, movement, al, sadiq, sheikh	18	https://t.me/saqwl
174	summary, news, best, ad, start	10	https://t.me/saqwl
175	request, easier, transactions, bank, let	29	https://t.me/saqwl
177	personality, astonishment, egyptians, reason, forget	10	https://t.me/saqwl
178	brigades, excellency, dagalo, armed, battalions	9	https://t.me/saqwl
180	traffic, buses, transportation, department, vehicles	14	https://t.me/saqwl
181	enemy, vehicles, babanusa, rebel, clashes	6	https://t.me/saqwl
182	britain, british, david, affirmed, london	10	https://t.me/saqwl
183	careful, home, financially, striking, illness	5	https://t.me/saqwl
184	cairo, wonders, karmuk, telling, qaisan	10	https://t.me/saqwl
185	stormed, rahad, shouk, jabra, massacre	8	https://t.me/saqwl
186	rukn, major, general, al, commander	13	https://t.me/saqwl
187	egyptian, adjust, egypt, geography, send	5	https://t.me/saqwl
188	technology, information, secretariat, fined, technologies	8	https://t.me/saqwl
189	uganda, ugandan, embassy, kampala, events	7	https://t.me/saqwl
191	framework, agreement, negotiating, beja, ignores	10	https://t.me/saqwl
192	mountains, woman, severely, sun, heat	3	https://t.me/saqwl
193	prison, accused, transferred, police, investigation	11	https://t.me/saqwl
195	blogging, tweezers, moments, omdurman, source	8	https://t.me/saqwl
196	complainant, police, theft, investigation, accused	8	https://t.me/saqwl
197	uae, emirates, chad, waged, emirati	6	https://t.me/saqwl
199	homeland, ad, 2024, november, 2026	3	https://t.me/saqwl
200	liberation, movement, popular, minni, arko	9	https://t.me/saqwl
201	dam, renaissance, filling, irrigation, negotiations	15	https://t.me/saqwl
202	service, civil, commission, shall, periodic	12	https://t.me/saqwl
203	cemetery, cemeteries, gengueid, transporting, khartoumal	2	https://t.me/saqwl
206	holy, quran, imams, preachers, preacher	8	https://t.me/saqwl
207	clothes, sell, single, mobile, ramadan	2	https://t.me/saqwl
208	sanctions, european, union, linked, masses	8	https://t.me/saqwl
209	intelligence, service, sleeper, cells, security	8	https://t.me/saqwl
210	digital, communications, transformation, telecommunications, internet	14	https://t.me/saqwl
211	operational, august, 2024, 31, situation	2	https://t.me/saqwl
213	patients, band, elderly, pile, admitted	8	https://t.me/saqwl
216	floods, damage, torrents, disaster, rain	12	https://t.me/saqwl
217	antiquities, discovery, archaeological, whereabouts, shalatin	5	https://t.me/saqwl
218	zakat, diwan, evade, 135, fruits	6	https://t.me/saqwl
219	authorized, guardian, mind, popularresistance, existence	1	https://t.me/saqwl
220	2020, headlines, political, newspapers, ad	8	https://t.me/saqwl
221	economy, revenues, budget, pandemic, heba	7	https://t.me/saqwl
222	tourism, travel, tourist, agencies, travelers	13	https://t.me/saqwl
224	radio, television, broadcasting, unesco, incentives	12	https://t.me/saqwl
225	vehicles, possessions, unregistered, motorcycles, cars	8	https://t.me/saqwl
227	dam, renaissance, ethiopia, dams, differences	8	https://t.me/saqwl
228	unhcr, refugees, refugee, resettlement, transfer	9	https://t.me/saqwl
229	unfortunately, accustomed, dance, happened, caring	2	https://t.me/saqwl
230	demonstration, london, european, protest, union	10	https://t.me/saqwl
232	barrier, lions, stood, heroes, supported	6	https://t.me/saqwl
233	stop, war, burhan, iran, conflict	12	https://t.me/saqwl
234	houses, burned, broke, fires, completely	6	https://t.me/saqwl
235	rainfall, varying, tropical, meteorology, rain	9	https://t.me/saqwl
236	perpetrators, imprisonment, mislead, mere, suspects	6	https://t.me/saqwl
237	uae, narratives, kenyan, discord, agent	6	https://t.me/saqwl
238	eliminated, bride, sand, entrances, effectively	3	https://t.me/saqwl
239	jazeera, sky, al, emirates, project	8	https://t.me/saqwl
240	approximately, reached, halfa, displaced, foundation	7	https://t.me/saqwl
242	illegal, foreigners, motorcycles, immigrants, ensured	14	https://t.me/saqwl
243	prison, detainees, child, detention, release	9	https://t.me/saqwl
244	race, sponsor, genocide, crimes, humiliating	5	https://t.me/saqwl
245	shake, served, types, dinner, coffee	5	https://t.me/saqwl
246	model, car, dollars, controls, cars	5	https://t.me/saqwl
247	mafia, terrified, got, gun, circle	2	https://t.me/saqwl
248	infantry, division, sixth, 22nd, officers	5	https://t.me/saqwl
249	kilos, gold, currency, mining, arrested	7	https://t.me/saqwl
250	zakat, office, bureau, locality, meat	11	https://t.me/saqwl
251	shocked, openness, devoid, refuge, completely	2	https://t.me/saqwl
252	salva, kiir, deng, president, kiirs	11	https://t.me/saqwl
253	curse, faki, khater, confirmation, manna	3	https://t.me/saqwl
254	expels, homeland, solid, nation, traitor	7	https://t.me/saqwl
255	hamdok, imported, prime, era, fulfill	9	https://t.me/saqwl
256	umma, party, rebuilding, affirms, dissolving	5	https://t.me/saqwl
257	electronically, send, data, final, documents	1	https://t.me/saqwl
258	milk, satisfaction, address, listened, clinics	1	https://t.me/saqwl
259	pregnant, reproductive, guide, 240, 125	3	https://t.me/saqwl
260	areas, direction, play, rebel, opposite	3	https://t.me/saqwl
261	division, infantry, armed, skill, celebrates	3	https://t.me/saqwl
262	morgue, bodies, forensic, unidentified, terrifying	9	https://t.me/saqwl
263	uae, emirates, dhabi, emirati, dubai	11	https://t.me/saqwl
264	injured, exceed, toll, leg, digging	9	https://t.me/saqwl
265	neighbors, harm, refuge, arabs, diversity	6	https://t.me/saqwl
266	brigade, division, recruits, infantry, graduation	8	https://t.me/saqwl
267	militia, rapid, crossing, civilians, accountable	8	https://t.me/saqwl
269	ambiguity, double, indicates, leaves, effort	2	https://t.me/saqwl
270	chadian, chad, neighboring, president, peaceful	8	https://t.me/saqwl
271	obstruction, crossing, transport, permits, visas	3	https://t.me/saqwl
272	latest, application, link, saqwl, follow	1	https://t.me/saqwl
273	traitor, treason, tolerate, hate, participants	3	https://t.me/saqwl
274	newspapers, 31, headlines, 2019, arab	1	https://t.me/saqwl
275	stop, uae, peretz, lay, warring	4	https://t.me/saqwl
277	forest, forestry, forests, trees, gum	12	https://t.me/saqwl
278	liquidity, banks, bashir, gold, wahid	8	https://t.me/saqwl
280	compensation, occupation, uae, dhabi, emirates	3	https://t.me/saqwl
281	locality, commissioner, youth, damage, executive	8	https://t.me/saqwl
282	doctors, pregnant, network, khater, dead	5	https://t.me/saqwl
-1	al, militia, war, janjaweed, diaspora	2225	https://t.me/feda2wa3ee
0	rebel, militia, army, al, vehicles	70	https://t.me/feda2wa3ee
1	exams, students, certificate, education, school	105	https://t.me/feda2wa3ee
2	humanitarian, aid, food, relief, nations	37	https://t.me/feda2wa3ee
3	sports, football, club, team, hilal	35	https://t.me/feda2wa3ee
4	iran, iranian, saudi, pakistan, china	39	https://t.me/feda2wa3ee
5	salt, blackmail, sell, false, praise	1	https://t.me/feda2wa3ee
6	ethiopian, ethiopia, secretary, eritrea, addis	19	https://t.me/feda2wa3ee
7	cholera, cases, mosquitoes, epidemic, dengue	20	https://t.me/feda2wa3ee
8	israel, gaza, israeli, palestinian, jews	88	https://t.me/feda2wa3ee
9	militia, al, civilians, villages, martyrdom	15	https://t.me/feda2wa3ee
10	women, gender, violence, sexual, rape	14	https://t.me/feda2wa3ee
11	agricultural, acres, season, crops, farmers	12	https://t.me/feda2wa3ee
12	homes, corpses, looted, women, civilians	15	https://t.me/feda2wa3ee
13	god, lord, wise, strength, ask	30	https://t.me/feda2wa3ee
16	opposition, america, democracy, religion, elections	14	https://t.me/feda2wa3ee
17	baskets, families, relief, crescent, al	16	https://t.me/feda2wa3ee
18	law, violation, international, crimes, torture	19	https://t.me/feda2wa3ee
19	ambassador, china, foreign, burhan, fruitful	13	https://t.me/feda2wa3ee
20	basket, kasla, blankets, returnees, halfa	2	https://t.me/feda2wa3ee
21	foot, questions, hospital, respond, set	6	https://t.me/feda2wa3ee
22	victory, army, armed, struggle, battle	38	https://t.me/feda2wa3ee
23	politics, political, governance, burhan, hamdok	9	https://t.me/feda2wa3ee
24	assured, hasahisa, jazira, displaced, al	7	https://t.me/feda2wa3ee
25	refugees, chad, chadian, commissioner, adre	9	https://t.me/feda2wa3ee
26	nile, blue, governor, rahad, white	8	https://t.me/feda2wa3ee
27	battle, destroys, al, area, militia	15	https://t.me/feda2wa3ee
28	ethiopian, eritrean, refugees, ethiopia, community	8	https://t.me/feda2wa3ee
29	police, security, khartoum, presence, committee	35	https://t.me/feda2wa3ee
30	bank, currency, banking, central, banks	5	https://t.me/feda2wa3ee
31	flights, airlines, airport, aviation, flight	24	https://t.me/feda2wa3ee
32	passports, passport, immigration, foreigners, police	20	https://t.me/feda2wa3ee
33	intelligence, phenomena, security, crime, negative	19	https://t.me/feda2wa3ee
34	rains, damaged, floods, rain, torrential	4	https://t.me/feda2wa3ee
35	truce, russia, drag, unless, war	10	https://t.me/feda2wa3ee
36	revolution, colonialism, insults, abandon, america	23	https://t.me/feda2wa3ee
37	withdrawal, al, urban, rebellion, rebel	21	https://t.me/feda2wa3ee
38	case, court, request, 74, indictment	6	https://t.me/feda2wa3ee
39	violators, disappearance, oman, sultanate, egypt	6	https://t.me/feda2wa3ee
40	mining, gold, mineral, resources, companies	13	https://t.me/feda2wa3ee
42	rights, human, observatory, testimony, claim	9	https://t.me/feda2wa3ee
43	meaning, deal, completed, exchange, great	1	https://t.me/feda2wa3ee
44	spokesperson, administration, slogan, risk, health	2	https://t.me/feda2wa3ee
45	drug, drugs, anti, gang, managed	10	https://t.me/feda2wa3ee
46	course, gangs, trafficking, mafia, italy	3	https://t.me/feda2wa3ee
47	2013, topic, version, happened, understand	27	https://t.me/feda2wa3ee
48	african, union, president, vice, framework	6	https://t.me/feda2wa3ee
49	messenger, god, blessings, bless, prophet	18	https://t.me/feda2wa3ee
50	released, december, sunday, 2024, follow	1	https://t.me/feda2wa3ee
51	electricity, energy, electrical, solar, sustainable	15	https://t.me/feda2wa3ee
52	crazy, person, equipped, homeless, commodity	6	https://t.me/feda2wa3ee
53	oil, energy, refinery, chinese, fuel	8	https://t.me/feda2wa3ee
54	chief, economist, abdulaziz, daklu, financial	2	https://t.me/feda2wa3ee
55	hamidati, khaled, abdul, ibrahim, al	11	https://t.me/feda2wa3ee
56	telecommunications, artificial, networks, efficiency, companies	14	https://t.me/feda2wa3ee
57	ad, 2025, saturday, 17, 2024	17	https://t.me/feda2wa3ee
58	assign, chairman, ministries, optimism, khartoum	7	https://t.me/feda2wa3ee
59	customs, smuggling, thwarts, goods, port	11	https://t.me/feda2wa3ee
60	methodology, indicator, finance, item, spending	3	https://t.me/feda2wa3ee
62	prominent, headlines, 2023, november, newspaper	4	https://t.me/feda2wa3ee
63	god, consciousness, oh, surprise, diaspora	15	https://t.me/feda2wa3ee
64	father, humiliate, wanted, gave, pride	27	https://t.me/feda2wa3ee
65	health, surgery, center, hospital, heart	14	https://t.me/feda2wa3ee
66	council, security, colonialism, sanctions, session	8	https://t.me/feda2wa3ee
67	weather, moderate, meteorology, temperatures, hot	12	https://t.me/feda2wa3ee
68	gets, points, generally, injustice, sphere	6	https://t.me/feda2wa3ee
70	passports, immigration, hijri, administration, passport	15	https://t.me/feda2wa3ee
71	journalists, media, opinion, journalist, pens	6	https://t.me/feda2wa3ee
72	court, criminal, complaint, request, justice	9	https://t.me/feda2wa3ee
73	egypt, say, burhan, quartet, salem	8	https://t.me/feda2wa3ee
74	look, spoil, tonight, personality, bitterness	16	https://t.me/feda2wa3ee
75	speedy, recovery, martyrs, wounded, eternity	9	https://t.me/feda2wa3ee
76	vehicles, armored, combat, clearance, equipment	13	https://t.me/feda2wa3ee
77	artist, pain, mourns, suleiman, artistic	8	https://t.me/feda2wa3ee
78	terrorist, terrorism, classify, supporters, step	20	https://t.me/feda2wa3ee
79	water, station, meters, drinking, plant	9	https://t.me/feda2wa3ee
80	battle, god, consciousness, surprise, ask	17	https://t.me/feda2wa3ee
81	immigrants, illegal, citizenship, trump, foreigners	9	https://t.me/feda2wa3ee
82	shambat, estate, housing, streets, real	10	https://t.me/feda2wa3ee
83	localization, ezz, din, praises, health	3	https://t.me/feda2wa3ee
84	ruling, qatari, momentum, privacy, criminal	2	https://t.me/feda2wa3ee
86	mosques, mosque, prayers, preacher, ages	5	https://t.me/feda2wa3ee
87	rented, employment, reduction, sponsor, determined	1	https://t.me/feda2wa3ee
88	debts, spring, monetary, economic, finance	4	https://t.me/feda2wa3ee
89	served, london, prepared, courtesy, affairs	9	https://t.me/feda2wa3ee
90	throw, army, protecting, armed, leadership	18	https://t.me/feda2wa3ee
91	satisfaction, african, defeat, union, representative	1	https://t.me/feda2wa3ee
92	shield, destroy, aqla, mercenaries, defeat	12	https://t.me/feda2wa3ee
93	pharmaceutical, industries, medicines, holds, second	2	https://t.me/feda2wa3ee
94	oil, separation, barrels, approximately, watan	2	https://t.me/feda2wa3ee
95	actually, greater, minawi, began, beginning	6	https://t.me/feda2wa3ee
96	chief, officers, institute, command, commander	8	https://t.me/feda2wa3ee
97	media, press, workshop, journalists, publications	9	https://t.me/feda2wa3ee
100	army, officers, soldiers, stable, soldier	23	https://t.me/feda2wa3ee
101	medium, stands, 124, bahri, grand	2	https://t.me/feda2wa3ee
102	trump, biden, congress, material, house	13	https://t.me/feda2wa3ee
103	al, diaspora, janjaweed, write, burhan	13	https://t.me/feda2wa3ee
104	badr, bin, muslims, battle, victory	10	https://t.me/feda2wa3ee
105	harming, interim, mukhtar, amin, transition	2	https://t.me/feda2wa3ee
106	widows, preachers, imams, scholars, ramadan	5	https://t.me/feda2wa3ee
107	ruler, overall, region, abyei, defeated	2	https://t.me/feda2wa3ee
108	humanitarian, relief, sectors, interesting, supplied	5	https://t.me/feda2wa3ee
109	deport, registered, refugees, foreigners, refugee	5	https://t.me/feda2wa3ee
110	drones, device, missiles, missile, losses	9	https://t.me/feda2wa3ee
111	dialysis, patients, center, kidney, mr	3	https://t.me/feda2wa3ee
112	reaction, algerian, kufra, morocco, libyan	2	https://t.me/feda2wa3ee
116	haftar, disposal, double, libya, criminals	3	https://t.me/feda2wa3ee
117	apartment, license, estate, apartments, advised	5	https://t.me/feda2wa3ee
118	love, nights, fellow, mother, son	3	https://t.me/feda2wa3ee
121	temperatures, slight, meteorology, maximum, small	19	https://t.me/feda2wa3ee
124	chadian, chad, arabs, rid, diaspora	6	https://t.me/feda2wa3ee
126	hajj, agent, pilgrims, let, rituals	3	https://t.me/feda2wa3ee
127	terrorist, axis, motor, militia, infiltrate	4	https://t.me/feda2wa3ee
129	war, withdraw, citizen, participated, army	20	https://t.me/feda2wa3ee
132	province, darfur, stood, arko, governor	4	https://t.me/feda2wa3ee
134	136, jumped, migrant, stages, shot	2	https://t.me/feda2wa3ee
135	climate, change, mr, message249, jobs	6	https://t.me/feda2wa3ee
136	win, strength, god, prevail, gods	58	https://t.me/feda2wa3ee
137	slight, temperatures, weather, rise, hot	5	https://t.me/feda2wa3ee
139	insurance, health, cost, jazeera, installing	9	https://t.me/feda2wa3ee
140	looted, centers, health, looting, property	1	https://t.me/feda2wa3ee
141	signature, taqaddam, coordinating, jazira, mobilization	2	https://t.me/feda2wa3ee
143	difference, big, john, bashir, nearby	3	https://t.me/feda2wa3ee
144	theater, fingers, symptoms, pioneers, television	4	https://t.me/feda2wa3ee
145	classify, valued, condemning, fast, terrorist	1	https://t.me/feda2wa3ee
147	foreigners, voluntary, deported, regard, deposited	6	https://t.me/feda2wa3ee
149	skin, silent, cows, crocodile, horse	9	https://t.me/feda2wa3ee
153	transportation, internal, travel, lack, market	1	https://t.me/feda2wa3ee
155	road, asphalt, rehabilitation, linking, roads	6	https://t.me/feda2wa3ee
156	watan, 2025, ad, news, nasr	39	https://t.me/feda2wa3ee
157	discovered, percentage, largest, battle, mustafarin	12	https://t.me/feda2wa3ee
158	undoubtedly, wheel, punish, affects, replace	1	https://t.me/feda2wa3ee
160	mali, agreement, peace, land, 2015	3	https://t.me/feda2wa3ee
161	heated, professionals, association, dialogue, spokesman	1	https://t.me/feda2wa3ee
162	hantoub, outskirts, location, umm, force	2	https://t.me/feda2wa3ee
163	rehabilitation, jelly, installation, furniture, solar	1	https://t.me/feda2wa3ee
167	haitham, competence, health, surprised, exploited	8	https://t.me/feda2wa3ee
168	issam, saeed, agency, newspaper, alwatan	1	https://t.me/feda2wa3ee
169	america, speech, americans, ignored, washington	13	https://t.me/feda2wa3ee
170	victory, god, agent, conquest, openly	8	https://t.me/feda2wa3ee
173	scholarship, admission, apply, university, municipality	1	https://t.me/feda2wa3ee
175	financial, transactions, payment, contracts, types	2	https://t.me/feda2wa3ee
177	civilization, kizan, restored, history, rule	9	https://t.me/feda2wa3ee
178	inch, armed, burhan, chief, praising	4	https://t.me/feda2wa3ee
179	science, technology, hammam, shafiq, magdy	2	https://t.me/feda2wa3ee
180	traffic, excellency, inspected, departments, buses	4	https://t.me/feda2wa3ee
181	retreated, farm, tweezers, fought, marine	3	https://t.me/feda2wa3ee
182	topic, monitored, british, 26, qatari	2	https://t.me/feda2wa3ee
183	expatriate, conditioning, expatriates, married, grain	7	https://t.me/feda2wa3ee
184	muya, located, ancient, sennar, al	8	https://t.me/feda2wa3ee
185	hillat, rebel, civilians, attempts, cell	4	https://t.me/feda2wa3ee
186	rukn, 2nd, azraq, din, shams	2	https://t.me/feda2wa3ee
187	speaker, nawara, kuwaiti, watan, egyptian	2	https://t.me/feda2wa3ee
188	rooms, poses, determining, information, preventive	2	https://t.me/feda2wa3ee
189	uganda, second, group, refugees, return	1	https://t.me/feda2wa3ee
190	posted, youtube, facebook, whatsapp, group	3	https://t.me/feda2wa3ee
191	narrative, preserves, consolidating, sponsoring, thought	3	https://t.me/feda2wa3ee
192	holder, cries, satisfy, yacoub, notables	1	https://t.me/feda2wa3ee
193	prison, imprisonment, rebel, criminal, measure	6	https://t.me/feda2wa3ee
195	informing, source, august, ad, 2025	7	https://t.me/feda2wa3ee
196	theft, investigation, paid, police, criminal	8	https://t.me/feda2wa3ee
197	uae, involvement, proving, bin, zayed	7	https://t.me/feda2wa3ee
198	languages, english, graduated, tongue, hebrew	1	https://t.me/feda2wa3ee
199	submitted, burhan, homeland, fattah, convoy	1	https://t.me/feda2wa3ee
200	coups, strife, alert, create, possible	3	https://t.me/feda2wa3ee
201	dam, egypt, renaissance, trump, resorting	1	https://t.me/feda2wa3ee
202	commission, challenges, auspices, transitional, fulfill	3	https://t.me/feda2wa3ee
205	homeland, september, 2025, tuesday, ad	2	https://t.me/feda2wa3ee
206	prize, trustees, creativity, tayeb, postponement	3	https://t.me/feda2wa3ee
207	notification, accepted, contributes, whatsapp, brothers	2	https://t.me/feda2wa3ee
208	sanctions, european, approved, reuters, union	5	https://t.me/feda2wa3ee
209	intelligence, service, general, misleading, sleeper	5	https://t.me/feda2wa3ee
210	telecommunications, regulatory, explanatory, digital, transformation	3	https://t.me/feda2wa3ee
211	operational, gandhi, position, monitoring, 2025	3	https://t.me/feda2wa3ee
212	asia, correspondent, daily, axis, caliph	2	https://t.me/feda2wa3ee
213	caring, sick, elderly, standing, priority	2	https://t.me/feda2wa3ee
215	69, sudantoday, army, bahri, sudannews	5	https://t.me/feda2wa3ee
217	antiquities, heritage, archaeological, mount, unesco	12	https://t.me/feda2wa3ee
218	zakat, balance, debts, agrees, seek	2	https://t.me/feda2wa3ee
219	distress, evident, popularresistance, strength, sudanesearmedforces	5	https://t.me/feda2wa3ee
222	tourism, tourist, flights, travel, oman	6	https://t.me/feda2wa3ee
224	shams, bakri, network, madani, head	1	https://t.me/feda2wa3ee
225	motorcycles, traffic, vehicles, highlighting, named	10	https://t.me/feda2wa3ee
227	risks, showed, dam, extent, impact	1	https://t.me/feda2wa3ee
228	supposed, treat, visiting, unprecedented, turn	1	https://t.me/feda2wa3ee
229	crying, believe, absolute, logic, brutal	6	https://t.me/feda2wa3ee
230	demonstration, london, berlin, genocide, british	9	https://t.me/feda2wa3ee
231	redemptionandawareness, khartoumjanjaweedcemetery, battleofdignity, httpstmealrisala249, httpswwwfacebookcomprofilephpid61556457563338	1	https://t.me/feda2wa3ee
232	spend, barrier, lions, aggressors, mobilization	7	https://t.me/feda2wa3ee
233	burhan, interview, intervention, exclusive, determines	2	https://t.me/feda2wa3ee
235	meteorology, rains, thunderstorms, wind, warns	6	https://t.me/feda2wa3ee
236	execution, hanging, anti, wood, sentence	3	https://t.me/feda2wa3ee
237	terrorist, uae, classifying, crimes, militia	7	https://t.me/feda2wa3ee
238	soldiers, battle, fighting, perished, carrier	4	https://t.me/feda2wa3ee
239	jazeera, translated, fadil, exploited, sky	4	https://t.me/feda2wa3ee
240	stood, rahman, provide, reconstruction, connect	3	https://t.me/feda2wa3ee
243	supervising, convicted, hadi, participated, prison	1	https://t.me/feda2wa3ee
244	dissolved, huge, crimes, emirates, fifteenth	2	https://t.me/feda2wa3ee
245	small, popular, kilograms, meat, lentils	1	https://t.me/feda2wa3ee
248	division, infantry, 6th, sixth, 22nd	5	https://t.me/feda2wa3ee
249	girl, arqin, arrested, quantity, ambush	1	https://t.me/feda2wa3ee
250	meat, bags, distribution, kilos, allocated	1	https://t.me/feda2wa3ee
251	symptoms, gone, violated, imposed, looted	2	https://t.me/feda2wa3ee
252	salva, kiir, forget, presidential, burhan	1	https://t.me/feda2wa3ee
253	ibn, al, discover, discovered, friend	1	https://t.me/feda2wa3ee
254	traitor, homeland, homelands, land, courtesy	8	https://t.me/feda2wa3ee
256	umma, kasla, steal, supposed, party	3	https://t.me/feda2wa3ee
259	reproductive, clinics, mobile, inauguration, sinnar	1	https://t.me/feda2wa3ee
261	officers, kabashi, non, salute, chief	2	https://t.me/feda2wa3ee
263	emirates, uae, buy, believes, created	15	https://t.me/feda2wa3ee
264	drowned, child, old, 10, year	1	https://t.me/feda2wa3ee
265	arabs, diaspora, desert, bbc, definition	11	https://t.me/feda2wa3ee
267	idris, wait, worsening, proper, complexities	2	https://t.me/feda2wa3ee
269	collaborators, confused, faces, occurred, addition	2	https://t.me/feda2wa3ee
270	chadian, chad, france, president, peaceful	6	https://t.me/feda2wa3ee
271	crossing, adre, inhumane, notification, border	4	https://t.me/feda2wa3ee
273	traitors, traitor, mouth, punish, frankly	6	https://t.me/feda2wa3ee
275	weapon, achieved, direct, uae, stop	1	https://t.me/feda2wa3ee
277	forest, forests, forestry, activation, identifying	3	https://t.me/feda2wa3ee
279	dubai, narrative, known, exaggeration, harness	3	https://t.me/feda2wa3ee
280	watch, uae, disregard, emirates, inevitably	4	https://t.me/feda2wa3ee
281	daein, phenomena, negative, fatah, captain	3	https://t.me/feda2wa3ee
282	doctors, 37, deliberately, defenseless, revealing	2	https://t.me/feda2wa3ee
-1	al, militia, god, armed, diaspora	595	https://t.me/alagcd
0	rapid, bahri, vehicles, militia, destroyed	19	https://t.me/alagcd
1	university, complexes, professors, hantoub, destruction	11	https://t.me/alagcd
2	fulfill, collective, involvement, famine, secretary	1	https://t.me/alagcd
3	supporters, share, hilal, sports, team	28	https://t.me/alagcd
4	constitute, growth, dhabi, times, older	3	https://t.me/alagcd
6	ethiopian, ethiopia, page, failed, capabilities	7	https://t.me/alagcd
7	dengue, tests, fever, home, cases	2	https://t.me/alagcd
8	jews, gaza, israel, palestinian, threaten	8	https://t.me/alagcd
9	kikel, contacted, wish, disappearance, injury	2	https://t.me/alagcd
10	rape, frequent, practicing, trips, surprised	2	https://t.me/alagcd
12	evacuate, terrorize, homes, use, looting	2	https://t.me/alagcd
13	god, lord, earth, oh, did	22	https://t.me/alagcd
16	definition, alliances, apparatus, identity, electoral	6	https://t.me/alagcd
18	crimes, ethnic, records, atrocities, basis	6	https://t.me/alagcd
19	discussions, egypt, constructive, fruitful, brotherly	5	https://t.me/alagcd
22	defeat, believe, thieves, army, democracy	9	https://t.me/alagcd
23	yacoub, advisor, hamdok, party, communist	1	https://t.me/alagcd
24	al, parts, neighborhoods, stadium, wave	1	https://t.me/alagcd
25	article, demographic, dangerous, integration, refugees	2	https://t.me/alagcd
26	initiative, praised, rice, identify, selection	1	https://t.me/alagcd
28	patriotic, secrets, sensitive, facility, soul	1	https://t.me/alagcd
29	checkpoints, transformed, underway, expand, requirements	2	https://t.me/alagcd
31	exceed, plane, addis, cost, qamar	2	https://t.me/alagcd
32	passports, passport, satisfaction, procedures, 200	1	https://t.me/alagcd
33	extraordinary, specialist, systems, effort, evidence	1	https://t.me/alagcd
34	river, dinder, flooded, torrents, peak	3	https://t.me/alagcd
35	china, ii, broadcaster, maintains, maneuvers	2	https://t.me/alagcd
36	revolution, civilization, colonialism, revolutionary, biased	8	https://t.me/alagcd
37	burhan, aisha, decide, say, bloc	7	https://t.me/alagcd
39	learned, residence, refused, obtain, reason	1	https://t.me/alagcd
44	incorrect, submits, penalty, organizations, referring	1	https://t.me/alagcd
45	temptations, young, heavy, drugs, drug	1	https://t.me/alagcd
47	2013, happened, clarification, examples, september	9	https://t.me/alagcd
48	igad, african, parallel, attend, recognize	3	https://t.me/alagcd
49	god, messenger, bless, grant, prophet	15	https://t.me/alagcd
52	tired, hunger, hidden, yesterday, canal	4	https://t.me/alagcd
53	refinery, oil, fuel, employees, energy	6	https://t.me/alagcd
54	burhan, aqar, criticizes, truce, news	3	https://t.me/alagcd
55	hassan, abdul, fadil, hamidati, sharif	5	https://t.me/alagcd
56	bird, tv, page, charge, supporters	2	https://t.me/alagcd
57	september, bulletin, ad, evening, 78	4	https://t.me/alagcd
58	disappointed, concepts, remember, view, reform	1	https://t.me/alagcd
63	dance, god, protect, nairobi, walk	4	https://t.me/alagcd
64	eviction, convince, patriotic, minds, mount	4	https://t.me/alagcd
